Angle,NE_Raw_1,NE_Needle_1,NE_Rod_1,NE_Small_Square_1,NE_Raw_2,NE_Needle_2,NE_Rod_2,NE_Small_Square_2
7.01279,0.00928382,0.105960265,0.029279279,0.116607774,0.018828452,0.148854962,0.044843049,0.085774059
7.03249,0.019893899,0.121412804,0.031531532,0.120141343,0.025801953,0.095419847,0.044843049,0.083682008
7.0522,0.021220159,0.099337748,0.028153153,0.130742049,0.032078103,0.160305344,0.044843049,0.056485356
7.07191,0.014588859,0.119205298,0.032657658,0.098939929,0.025801953,0.152671756,0.053811659,0.09623431
7.09161,0.019893899,0.105960265,0.021396396,0.077738516,0.020223152,0.099236641,0.059790732,0.064853556
7.11132,0.014588859,0.105960265,0.023648649,0.091872792,0.019525802,0.145038168,0.061285501,0.079497908
7.13103,0.014588859,0.088300221,0.022522523,0.053003534,0.028591353,0.13740458,0.070254111,0.075313808
7.15073,0.014588859,0.125827815,0.031531532,0.098939929,0.025104603,0.129770992,0.044843049,0.052301255
7.17044,0.015915119,0.121412804,0.025900901,0.06360424,0.029288703,0.122137405,0.052316891,0.079497908
7.19015,0.01193634,0.10816777,0.037162162,0.098939929,0.032775453,0.103053435,0.046337818,0.060669456
7.20985,0.021220159,0.116997792,0.02027027,0.116607774,0.020223152,0.148854962,0.046337818,0.10251046
7.22956,0.018567639,0.136865342,0.025900901,0.106007067,0.028591353,0.164122137,0.055306428,0.077405858
7.24927,0.026525199,0.125827815,0.027027027,0.09540636,0.024407252,0.122137405,0.059790732,0.046025105
7.26897,0.017241379,0.110375276,0.01463964,0.074204947,0.027894003,0.122137405,0.050822123,0.062761506
7.28868,0.023872679,0.112582781,0.022522523,0.074204947,0.020920502,0.095419847,0.041853513,0.064853556
7.30839,0.023872679,0.10816777,0.019144144,0.102473498,0.029288703,0.095419847,0.052316891,0.054393305
7.32809,0.014588859,0.136865342,0.023648649,0.053003534,0.027894003,0.13740458,0.049327354,0.066945607
7.3478,0.018567639,0.132450331,0.028153153,0.081272085,0.027894003,0.118320611,0.052316891,0.10041841
7.36751,0.015915119,0.112582781,0.021396396,0.081272085,0.017433752,0.148854962,0.043348281,0.056485356
7.38721,0.017241379,0.116997792,0.036036036,0.102473498,0.030683403,0.133587786,0.062780269,0.052301255
7.40692,0.014588859,0.090507726,0.023648649,0.084805654,0.029986053,0.129770992,0.053811659,0.071129707
7.42662,0.017241379,0.103752759,0.025900901,0.102473498,0.031380753,0.141221374,0.052316891,0.066945607
7.44633,0.017241379,0.110375276,0.024774775,0.102473498,0.022315202,0.129770992,0.067264574,0.048117155
