     Angle,NE_Needle
13.5751,0.176600442
13.5948,0.161147903
13.6145,0.145695364
13.6342,0.119205298
13.6539,0.101545254
13.6736,0.08388521
13.6933,0.068432671
13.713,0.072847682
13.7327,0.055187638
13.7524,0.06401766
13.7721,0.077262693
13.7918,0.041942605
13.8115,0.079470199
13.8312,0.068432671
13.8509,0.094922737
13.8707,0.092715232
13.8904,0.086092715
13.9101,0.12803532
13.9298,0.14790287
13.9495,0.189845475
13.9692,0.216335541
13.9889,0.260485651
14.0086,0.273730684
14.0283,0.322295806
14.048,0.346578366
14.0677,0.271523179
14.0874,0.247240618
14.1071,0.178807947
14.1268,0.163355408
14.1465,0.154525386
14.1662,0.090507726
14.186,0.08388521
14.2057,0.068432671
14.2254,0.06401766
14.2451,0.061810155
14.2648,0.050772627
14.2845,0.059602649
14.3042,0.04415011
14.3239,0.037527594
14.3436,0.052980132
14.3633,0.052980132
14.383,0.050772627
14.4027,0.061810155
14.4224,0.052980132
14.4421,0.04415011
14.4618,0.048565121
14.4816,0.052980132
14.5013,0.072847682
14.521,0.041942605
14.5407,0.039735099
14.5604,0.041942605
14.5801,0.046357616
14.5998,0.061810155
14.6195,0.050772627
14.6392,0.035320088
14.6589,0.050772627
14.6786,0.055187638
14.6983,0.061810155
14.718,0.046357616
14.7377,0.030905077
14.7574,0.066225166
14.7771,0.057395143
14.7969,0.04415011
14.8166,0.039735099
14.8363,0.046357616
14.856,0.033112583
14.8757,0.030905077
14.8954,0.048565121
14.9151,0.048565121
14.9348,0.04415011
14.9545,0.035320088
14.9742,0.046357616
14.9939,0.037527594
15.0136,0.068432671
15.0333,0.046357616
15.053,0.039735099
15.0727,0.046357616
15.0925,0.035320088
15.1122,0.061810155
15.1319,0.04415011
15.1516,0.057395143
15.1713,0.068432671
15.191,0.050772627
15.2107,0.033112583
15.2304,0.037527594
15.2501,0.059602649
15.2698,0.046357616
15.2895,0.050772627
15.3092,0.033112583
15.3289,0.033112583
15.3486,0.052980132
15.3683,0.068432671
15.3881,0.057395143
15.4078,0.06401766
15.4275,0.059602649
15.4472,0.046357616
15.4669,0.048565121
15.4866,0.037527594
15.5063,0.026490066
15.526,0.01986755
15.5457,0.037527594
15.5654,0.028697572
