Angle,NE_Small_Square_2
21.3197,0.039748954
21.3394,0.048117155
21.3591,0.052301255
21.3788,0.041841004
21.3985,0.046025105
21.4182,0.037656904
21.4379,0.043933054
21.4577,0.043933054
21.4774,0.058577406
21.4971,0.062761506
21.5168,0.058577406
21.5365,0.085774059
21.5562,0.060669456
21.5759,0.085774059
21.5956,0.077405858
21.6153,0.073221757
21.635,0.077405858
21.6547,0.071129707
21.6744,0.064853556
21.6941,0.066945607
21.7138,0.043933054
21.7335,0.052301255
21.7533,0.079497908
21.773,0.054393305
21.7927,0.052301255
21.8124,0.125523013
21.8321,0.112970711
21.8518,0.182008368
21.8715,0.175732218
21.8912,0.142259414
21.9109,0.158995816
21.9306,0.150627615
21.9503,0.135983264
21.97,0.10041841
21.9897,0.121338912
22.0094,0.125523013
22.0291,0.108786611
22.0488,0.09623431
22.0686,0.092050209
22.0883,0.071129707
22.108,0.060669456
22.1277,0.054393305
22.1474,0.056485356
22.1671,0.041841004
22.1868,0.043933054
22.2065,0.052301255
22.2262,0.039748954
22.2459,0.054393305
22.2656,0.031380753
22.2853,0.041841004
22.305,0.062761506
22.3247,0.037656904
22.3444,0.085774059
22.3642,0.060669456
22.3839,0.064853556
22.4036,0.066945607
22.4233,0.031380753
22.443,0.060669456
22.4627,0.048117155
22.4824,0.069037657
22.5021,0.052301255
22.5218,0.048117155
22.5415,0.056485356
22.5612,0.054393305
22.5809,0.046025105
22.6006,0.052301255
22.6203,0.048117155
22.64,0.046025105
22.6597,0.056485356
22.6795,0.062761506
22.6992,0.056485356
22.7189,0.058577406
22.7386,0.069037657
22.7583,0.108786611
22.778,0.10251046
22.7977,0.117154812
22.8174,0.152719665
22.8371,0.119246862
22.8568,0.152719665
22.8765,0.158995816
22.8962,0.146443515
22.9159,0.175732218
22.9356,0.184100418
22.9553,0.209205021
22.9751,0.156903766
22.9948,0.140167364
23.0145,0.154811715
23.0342,0.156903766
23.0539,0.129707113
23.0736,0.125523013
