Angle,NE_Small_Square_2
27.5273,0.029288703
27.547,0.037656904
27.5667,0.037656904
27.5864,0.043933054
27.6061,0.037656904
27.6258,0.033472803
27.6455,0.054393305
27.6652,0.041841004
27.6849,0.052301255
27.7046,0.054393305
27.7243,0.081589958
27.744,0.037656904
27.7637,0.054393305
27.7834,0.062761506
27.8031,0.062761506
27.8229,0.048117155
27.8426,0.052301255
27.8623,0.056485356
27.882,0.046025105
27.9017,0.037656904
27.9214,0.050209205
27.9411,0.039748954
27.9608,0.031380753
27.9805,0.029288703
28.0002,0.039748954
28.0199,0.035564854
28.0396,0.031380753
28.0593,0.031380753
28.079,0.046025105
28.0987,0.041841004
28.1184,0.037656904
28.1382,0.043933054
28.1579,0.039748954
28.1776,0.054393305
28.1973,0.039748954
28.217,0.056485356
28.2367,0.054393305
28.2564,0.058577406
28.2761,0.048117155
28.2958,0.064853556
28.3155,0.037656904
28.3352,0.060669456
28.3549,0.058577406
28.3746,0.052301255
28.3943,0.050209205
28.414,0.050209205
28.4338,0.041841004
28.4535,0.056485356
28.4732,0.043933054
28.4929,0.081589958
28.5126,0.050209205
28.5323,0.069037657
28.552,0.043933054
28.5717,0.046025105
28.5914,0.046025105
28.6111,0.050209205
28.6308,0.056485356
28.6505,0.056485356
28.6702,0.054393305
28.6899,0.035564854
28.7096,0.027196653
28.7294,0.039748954
28.7491,0.033472803
28.7688,0.043933054
28.7885,0.027196653
28.8082,0.043933054
28.8279,0.029288703
28.8476,0.035564854
28.8673,0.029288703
28.887,0.043933054
28.9067,0.043933054
28.9264,0.035564854
28.9461,0.037656904
28.9658,0.035564854
28.9855,0.050209205
29.0052,0.037656904
29.0249,0.029288703
29.0447,0.029288703
29.0644,0.037656904
29.0841,0.046025105
29.1038,0.041841004
29.1235,0.041841004
29.1432,0.029288703
29.1629,0.043933054
29.1826,0.035564854
29.2023,0.041841004
29.222,0.037656904
29.2417,0.029288703
29.2614,0.033472803
29.2811,0.035564854
29.3008,0.035564854
29.3205,0.048117155
29.3403,0.025104603
29.36,0.033472803
29.3797,0.041841004
29.3994,0.046025105
29.4191,0.033472803
29.4388,0.029288703
29.4585,0.027196653
29.4782,0.054393305
29.4979,0.046025105
29.5176,0.031380753
29.5373,0.039748954
29.557,0.056485356
29.5767,0.043933054
29.5964,0.041841004
29.6161,0.048117155
29.6359,0.037656904
29.6556,0.043933054
29.6753,0.056485356
29.695,0.039748954
29.7147,0.025104603
29.7344,0.031380753
29.7541,0.050209205
29.7738,0.037656904
29.7935,0.039748954
29.8132,0.056485356
29.8329,0.039748954
29.8526,0.050209205
29.8723,0.050209205
29.892,0.037656904
29.9117,0.039748954
29.9314,0.031380753
29.9512,0.037656904
29.9709,0.031380753
29.9906,0.037656904
30.0103,0.033472803
30.03,0.029288703
30.0497,0.048117155
30.0694,0.043933054
30.0891,0.052301255
30.1088,0.056485356
30.1285,0.050209205
30.1482,0.035564854
30.1679,0.029288703
30.1876,0.041841004
30.2073,0.037656904
30.227,0.056485356
30.2468,0.035564854
30.2665,0.052301255
30.2862,0.054393305
30.3059,0.035564854
30.3256,0.035564854
30.3453,0.046025105
30.365,0.048117155
30.3847,0.031380753
30.4044,0.052301255
30.4241,0.064853556
30.4438,0.029288703
30.4635,0.060669456
30.4832,0.046025105
30.5029,0.043933054
30.5226,0.050209205
30.5423,0.046025105
30.5621,0.050209205
30.5818,0.056485356
30.6015,0.060669456
30.6212,0.064853556
30.6409,0.062761506
30.6606,0.062761506
30.6803,0.066945607
30.7,0.066945607
30.7197,0.041841004
30.7394,0.054393305
30.7591,0.054393305
30.7788,0.048117155
30.7985,0.027196653
30.8182,0.039748954
30.8379,0.043933054
30.8577,0.037656904
30.8774,0.027196653
30.8971,0.043933054
30.9168,0.056485356
30.9365,0.039748954
30.9562,0.037656904
30.9759,0.046025105
30.9956,0.048117155
31.0153,0.062761506
31.035,0.079497908
31.0547,0.081589958
31.0744,0.069037657
31.0941,0.09623431
31.1138,0.083682008
31.1335,0.046025105
31.1533,0.062761506
31.173,0.064853556
31.1927,0.052301255
31.2124,0.048117155
31.2321,0.041841004
31.2518,0.025104603
31.2715,0.029288703
31.2912,0.043933054
31.3109,0.020920502
31.3306,0.046025105
31.3503,0.041841004
31.37,0.033472803
31.3897,0.039748954
31.4094,0.052301255
31.4291,0.056485356
31.4488,0.062761506
31.4686,0.037656904
31.4883,0.041841004
31.508,0.052301255
31.5277,0.052301255
31.5474,0.060669456
31.5671,0.046025105
31.5868,0.043933054
31.6065,0.039748954
31.6262,0.031380753
31.6459,0.041841004
31.6656,0.050209205
31.6853,0.043933054
31.705,0.039748954
31.7247,0.037656904
31.7444,0.031380753
31.7642,0.054393305
31.7839,0.046025105
31.8036,0.039748954
31.8233,0.043933054
31.843,0.056485356
31.8627,0.029288703
31.8824,0.050209205
31.9021,0.039748954
31.9218,0.039748954
31.9415,0.046025105
31.9612,0.035564854
31.9809,0.035564854
32.0006,0.033472803
32.0203,0.039748954
32.04,0.039748954
32.0597,0.035564854
32.0795,0.035564854
32.0992,0.048117155
32.1189,0.052301255
32.1386,0.023012552
32.1583,0.054393305
32.178,0.031380753
32.1977,0.046025105
32.2174,0.035564854
32.2371,0.046025105
32.2568,0.048117155
32.2765,0.056485356
32.2962,0.041841004
32.3159,0.027196653
32.3356,0.037656904
32.3553,0.035564854
32.3751,0.043933054
32.3948,0.037656904
32.4145,0.039748954
32.4342,0.023012552
32.4539,0.043933054
32.4736,0.035564854
32.4933,0.027196653
32.513,0.039748954
32.5327,0.046025105
32.5524,0.031380753
32.5721,0.039748954
32.5918,0.050209205
32.6115,0.054393305
32.6312,0.046025105
32.6509,0.046025105
32.6707,0.048117155
32.6904,0.058577406
32.7101,0.035564854
32.7298,0.041841004
32.7495,0.037656904
32.7692,0.060669456
32.7889,0.056485356
32.8086,0.048117155
32.8283,0.054393305
32.848,0.033472803
32.8677,0.046025105
32.8874,0.056485356
32.9071,0.035564854
32.9268,0.039748954
32.9465,0.031380753
32.9662,0.050209205
32.986,0.060669456
33.0057,0.037656904
33.0254,0.050209205
33.0451,0.054393305
33.0648,0.052301255
33.0845,0.054393305
33.1042,0.035564854
33.1239,0.035564854
33.1436,0.050209205
33.1633,0.037656904
33.183,0.035564854
33.2027,0.029288703
33.2224,0.041841004
33.2421,0.048117155
33.2618,0.023012552
33.2816,0.025104603
33.3013,0.060669456
33.321,0.035564854
33.3407,0.039748954
33.3604,0.054393305
33.3801,0.052301255
33.3998,0.043933054
33.4195,0.043933054
33.4392,0.048117155
33.4589,0.046025105
33.4786,0.043933054
33.4983,0.043933054
33.518,0.046025105
33.5377,0.058577406
33.5574,0.052301255
33.5772,0.048117155
33.5969,0.046025105
33.6166,0.023012552
33.6363,0.058577406
33.656,0.046025105
33.6757,0.048117155
33.6954,0.050209205
33.7151,0.039748954
33.7348,0.031380753
33.7545,0.054393305
33.7742,0.039748954
33.7939,0.035564854
33.8136,0.048117155
33.8333,0.020920502
33.853,0.037656904
33.8727,0.046025105
33.8925,0.054393305
33.9122,0.039748954
33.9319,0.035564854
33.9516,0.029288703
33.9713,0.039748954
33.991,0.023012552
34.0107,0.046025105
34.0304,0.048117155
34.0501,0.046025105
34.0698,0.054393305
34.0895,0.033472803
34.1092,0.046025105
34.1289,0.039748954
34.1486,0.037656904
34.1683,0.046025105
34.1881,0.039748954
34.2078,0.023012552
34.2275,0.048117155
34.2472,0.037656904
34.2669,0.033472803
34.2866,0.035564854
34.3063,0.031380753
34.326,0.039748954
34.3457,0.041841004
34.3654,0.043933054
34.3851,0.035564854
34.4048,0.035564854
34.4245,0.035564854
34.4442,0.054393305
34.4639,0.041841004
34.4836,0.052301255
34.5034,0.020920502
34.5231,0.035564854
34.5428,0.027196653
34.5625,0.039748954
34.5822,0.029288703
34.6019,0.048117155
34.6216,0.035564854
34.6413,0.027196653
34.661,0.039748954
34.6807,0.041841004
34.7004,0.039748954
34.7201,0.037656904
34.7398,0.043933054
34.7595,0.037656904
34.7792,0.033472803
34.799,0.033472803
34.8187,0.041841004
34.8384,0.050209205
34.8581,0.041841004
34.8778,0.056485356
34.8975,0.031380753
34.9172,0.041841004
34.9369,0.056485356
34.9566,0.029288703
34.9763,0.033472803
34.996,0.052301255
35.0157,0.037656904
35.0354,0.033472803
35.0551,0.050209205
35.0748,0.029288703
35.0946,0.048117155
35.1143,0.041841004
35.134,0.075313808
35.1537,0.058577406
35.1734,0.048117155
35.1931,0.052301255
35.2128,0.071129707
35.2325,0.052301255
35.2522,0.054393305
35.2719,0.048117155
35.2916,0.046025105
35.3113,0.071129707
35.331,0.058577406
35.3507,0.050209205
35.3704,0.056485356
35.3901,0.052301255
35.4099,0.062761506
35.4296,0.037656904
35.4493,0.039748954
35.469,0.035564854
35.4887,0.039748954
35.5084,0.035564854
35.5281,0.052301255
35.5478,0.031380753
35.5675,0.048117155
35.5872,0.031380753
35.6069,0.043933054
35.6266,0.048117155
35.6463,0.025104603
35.666,0.046025105
35.6857,0.037656904
35.7055,0.058577406
35.7252,0.039748954
35.7449,0.046025105
35.7646,0.052301255
35.7843,0.050209205
35.804,0.035564854
35.8237,0.035564854
35.8434,0.031380753
35.8631,0.048117155
35.8828,0.048117155
35.9025,0.029288703
35.9222,0.029288703
35.9419,0.056485356
35.9616,0.046025105
35.9813,0.037656904
36.001,0.033472803
36.0208,0.031380753
36.0405,0.039748954
36.0602,0.041841004
36.0799,0.041841004
36.0996,0.052301255
36.1193,0.046025105
36.139,0.025104603
36.1587,0.050209205
36.1784,0.041841004
36.1981,0.046025105
36.2178,0.043933054
36.2375,0.056485356
36.2572,0.043933054
36.2769,0.039748954
36.2966,0.041841004
36.3164,0.033472803
36.3361,0.037656904
36.3558,0.023012552
36.3755,0.037656904
36.3952,0.043933054
36.4149,0.048117155
36.4346,0.033472803
36.4543,0.027196653
36.474,0.046025105
36.4937,0.041841004
36.5134,0.027196653
36.5331,0.048117155
36.5528,0.043933054
36.5725,0.029288703
36.5922,0.027196653
36.612,0.033472803
36.6317,0.025104603
36.6514,0.041841004
36.6711,0.046025105
36.6908,0.039748954
36.7105,0.054393305
36.7302,0.041841004
36.7499,0.033472803
36.7696,0.033472803
36.7893,0.031380753
36.809,0.029288703
36.8287,0.041841004
36.8484,0.050209205
36.8681,0.029288703
36.8878,0.041841004
36.9075,0.037656904
36.9273,0.043933054
36.947,0.048117155
36.9667,0.025104603
36.9864,0.054393305
37.0061,0.060669456
37.0258,0.054393305
37.0455,0.041841004
37.0652,0.039748954
37.0849,0.037656904
37.1046,0.046025105
37.1243,0.039748954
37.144,0.046025105
37.1637,0.037656904
37.1834,0.037656904
37.2031,0.035564854
37.2229,0.048117155
37.2426,0.041841004
37.2623,0.035564854
37.282,0.048117155
37.3017,0.039748954
37.3214,0.037656904
37.3411,0.039748954
37.3608,0.046025105
37.3805,0.041841004
37.4002,0.039748954
37.4199,0.041841004
37.4396,0.058577406
37.4593,0.033472803
37.479,0.043933054
37.4987,0.056485356
37.5185,0.046025105
37.5382,0.054393305
37.5579,0.052301255
37.5776,0.025104603
37.5973,0.037656904
37.617,0.046025105
37.6367,0.037656904
37.6564,0.048117155
37.6761,0.033472803
37.6958,0.033472803
37.7155,0.035564854
37.7352,0.050209205
37.7549,0.062761506
37.7746,0.027196653
37.7943,0.033472803
37.814,0.056485356
37.8338,0.037656904
37.8535,0.037656904
37.8732,0.033472803
37.8929,0.054393305
37.9126,0.043933054
37.9323,0.029288703
37.952,0.027196653
37.9717,0.031380753
37.9914,0.048117155
38.0111,0.056485356
38.0308,0.046025105
38.0505,0.031380753
38.0702,0.037656904
38.0899,0.039748954
38.1096,0.054393305
38.1294,0.041841004
38.1491,0.046025105
38.1688,0.033472803
38.1885,0.039748954
38.2082,0.041841004
38.2279,0.050209205
38.2476,0.033472803
38.2673,0.025104603
38.287,0.050209205
38.3067,0.050209205
38.3264,0.048117155
38.3461,0.029288703
38.3658,0.037656904
38.3855,0.048117155
38.4052,0.041841004
38.4249,0.052301255
38.4447,0.037656904
38.4644,0.039748954
38.4841,0.046025105
38.5038,0.041841004
38.5235,0.050209205
38.5432,0.060669456
38.5629,0.033472803
38.5826,0.048117155
38.6023,0.033472803
38.622,0.050209205
38.6417,0.056485356
38.6614,0.033472803
38.6811,0.035564854
38.7008,0.041841004
38.7205,0.035564854
38.7403,0.035564854
38.76,0.062761506
38.7797,0.056485356
38.7994,0.058577406
38.8191,0.050209205
38.8388,0.046025105
38.8585,0.039748954
38.8782,0.054393305
38.8979,0.046025105
38.9176,0.056485356
38.9373,0.037656904
38.957,0.037656904
38.9767,0.037656904
38.9964,0.023012552
39.0161,0.041841004
39.0359,0.043933054
39.0556,0.031380753
39.0753,0.046025105
39.095,0.071129707
39.1147,0.029288703
39.1344,0.048117155
39.1541,0.048117155
39.1738,0.050209205
39.1935,0.046025105
39.2132,0.058577406
39.2329,0.041841004
39.2526,0.035564854
39.2723,0.035564854
39.292,0.056485356
39.3117,0.048117155
39.3314,0.041841004
39.3512,0.043933054
39.3709,0.039748954
39.3906,0.048117155
39.4103,0.033472803
39.43,0.050209205
39.4497,0.039748954
39.4694,0.043933054
39.4891,0.029288703
39.5088,0.035564854
39.5285,0.033472803
39.5482,0.025104603
39.5679,0.043933054
39.5876,0.037656904
39.6073,0.046025105
39.627,0.037656904
39.6468,0.037656904
39.6665,0.041841004
39.6862,0.046025105
39.7059,0.035564854
39.7256,0.041841004
39.7453,0.052301255
39.765,0.039748954
39.7847,0.035564854
39.8044,0.037656904
39.8241,0.041841004
39.8438,0.037656904
39.8635,0.041841004
39.8832,0.050209205
39.9029,0.058577406
39.9226,0.048117155
39.9423,0.046025105
39.9621,0.037656904
39.9818,0.031380753
40.0015,0.039748954
