     Angle,NE_Rod
20.0585,0.051801802
20.0782,0.060810811
20.0979,0.04954955
20.1176,0.043918919
20.1373,0.036036036
20.157,0.052927928
20.1767,0.030405405
20.1964,0.031531532
20.2161,0.042792793
20.2358,0.031531532
20.2556,0.036036036
20.2753,0.033783784
20.295,0.022522523
20.3147,0.029279279
20.3344,0.031531532
20.3541,0.022522523
20.3738,0.030405405
20.3935,0.027027027
20.4132,0.031531532
20.4329,0.032657658
20.4526,0.033783784
20.4723,0.033783784
20.492,0.024774775
20.5117,0.025900901
20.5314,0.02027027
20.5512,0.033783784
20.5709,0.022522523
20.5906,0.030405405
20.6103,0.028153153
20.63,0.023648649
20.6497,0.027027027
20.6694,0.031531532
20.6891,0.022522523
20.7088,0.030405405
20.7285,0.033783784
20.7482,0.040540541
20.7679,0.015765766
20.7876,0.030405405
20.8073,0.028153153
20.827,0.023648649
20.8468,0.032657658
20.8665,0.036036036
20.8862,0.036036036
20.9059,0.024774775
20.9256,0.038288288
20.9453,0.028153153
20.965,0.03490991
20.9847,0.03490991
21.0044,0.029279279
21.0241,0.027027027
21.0438,0.031531532
21.0635,0.050675676
21.0832,0.037162162
21.1029,0.060810811
21.1226,0.056306306
21.1423,0.051801802
21.1621,0.057432432
21.1818,0.047297297
21.2015,0.039414414
21.2212,0.051801802
21.2409,0.033783784
21.2606,0.025900901
21.2803,0.036036036
21.3,0.024774775
21.3197,0.027027027
21.3394,0.023648649
21.3591,0.024774775
21.3788,0.023648649
21.3985,0.028153153
21.4182,0.025900901
21.4379,0.025900901
21.4577,0.021396396
21.4774,0.03490991
21.4971,0.032657658
21.5168,0.037162162
21.5365,0.031531532
21.5562,0.037162162
21.5759,0.048423423
21.5956,0.045045045
21.6153,0.065315315
21.635,0.040540541
21.6547,0.045045045
21.6744,0.048423423
21.6941,0.054054054
21.7138,0.048423423
21.7335,0.038288288
21.7533,0.032657658
21.773,0.032657658
21.7927,0.033783784
21.8124,0.057432432
21.8321,0.04954955
21.8518,0.048423423
21.8715,0.058558559
21.8912,0.050675676
21.9109,0.051801802
21.9306,0.070945946
21.9503,0.070945946
21.97,0.068693694
21.9897,0.051801802
22.0094,0.057432432
22.0291,0.043918919
22.0488,0.046171171
22.0686,0.056306306
22.0883,0.046171171
22.108,0.056306306
22.1277,0.052927928
22.1474,0.045045045
22.1671,0.030405405
22.1868,0.03490991
22.2065,0.030405405
22.2262,0.03490991
22.2459,0.021396396
22.2656,0.027027027
22.2853,0.031531532
22.305,0.025900901
22.3247,0.01463964
22.3444,0.033783784
22.3642,0.028153153
22.3839,0.031531532
22.4036,0.016891892
22.4233,0.036036036
22.443,0.02027027
22.4627,0.043918919
22.4824,0.041666667
22.5021,0.027027027
22.5218,0.037162162
22.5415,0.030405405
22.5612,0.039414414
22.5809,0.040540541
22.6006,0.045045045
22.6203,0.024774775
