     Angle,NE_Rod
27.5864,0.023648649
27.6061,0.027027027
27.6258,0.025900901
27.6455,0.032657658
27.6652,0.015765766
27.6849,0.031531532
27.7046,0.028153153
27.7243,0.023648649
27.744,0.024774775
27.7637,0.027027027
27.7834,0.030405405
27.8031,0.029279279
27.8229,0.032657658
27.8426,0.036036036
27.8623,0.041666667
27.882,0.03490991
27.9017,0.027027027
27.9214,0.028153153
27.9411,0.031531532
27.9608,0.024774775
27.9805,0.027027027
28.0002,0.031531532
28.0199,0.02027027
28.0396,0.019144144
28.0593,0.027027027
28.079,0.016891892
28.0987,0.028153153
28.1184,0.022522523
28.1382,0.01463964
28.1579,0.024774775
28.1776,0.024774775
28.1973,0.012387387
28.217,0.019144144
28.2367,0.029279279
28.2564,0.024774775
28.2761,0.025900901
28.2958,0.032657658
28.3155,0.029279279
28.3352,0.028153153
28.3549,0.022522523
28.3746,0.027027027
28.3943,0.036036036
28.414,0.038288288
28.4338,0.041666667
28.4535,0.043918919
28.4732,0.038288288
28.4929,0.045045045
28.5126,0.059684685
28.5323,0.038288288
28.552,0.042792793
28.5717,0.037162162
28.5914,0.03490991
28.6111,0.032657658
28.6308,0.030405405
28.6505,0.028153153
28.6702,0.039414414
28.6899,0.033783784
28.7096,0.03490991
28.7294,0.025900901
28.7491,0.027027027
28.7688,0.023648649
28.7885,0.019144144
28.8082,0.028153153
28.8279,0.027027027
28.8476,0.018018018
28.8673,0.022522523
28.887,0.018018018
28.9067,0.022522523
28.9264,0.021396396
28.9461,0.012387387
28.9658,0.02027027
28.9855,0.023648649
29.0052,0.025900901
29.0249,0.016891892
29.0447,0.024774775
29.0644,0.030405405
29.0841,0.029279279
29.1038,0.028153153
29.1235,0.029279279
29.1432,0.029279279
29.1629,0.025900901
29.1826,0.028153153
29.2023,0.022522523
29.222,0.03490991
29.2417,0.028153153
29.2614,0.019144144
29.2811,0.024774775
29.3008,0.025900901
29.3205,0.022522523
29.3403,0.021396396
29.36,0.019144144
29.3797,0.019144144
29.3994,0.018018018
29.4191,0.024774775
29.4388,0.023648649
29.4585,0.016891892
29.4782,0.019144144
29.4979,0.023648649
29.5176,0.02027027
29.5373,0.031531532
29.557,0.016891892
29.5767,0.023648649
29.5964,0.01463964
29.6161,0.016891892
29.6359,0.016891892
29.6556,0.030405405
29.6753,0.029279279
29.695,0.028153153
29.7147,0.03490991
29.7344,0.025900901
29.7541,0.032657658
29.7738,0.024774775
29.7935,0.029279279
29.8132,0.027027027
29.8329,0.028153153
29.8526,0.019144144
29.8723,0.018018018
29.892,0.030405405
29.9117,0.023648649
29.9314,0.030405405
29.9512,0.021396396
29.9709,0.027027027
29.9906,0.025900901
30.0103,0.028153153
30.03,0.019144144
30.0497,0.01463964
30.0694,0.022522523
30.0891,0.021396396
30.1088,0.029279279
30.1285,0.019144144
30.1482,0.019144144
30.1679,0.016891892
30.1876,0.031531532
30.2073,0.022522523
30.227,0.023648649
30.2468,0.021396396
30.2665,0.021396396
30.2862,0.013513514
30.3059,0.030405405
30.3256,0.028153153
30.3453,0.023648649
30.365,0.029279279
30.3847,0.030405405
30.4044,0.031531532
30.4241,0.03490991
30.4438,0.029279279
30.4635,0.039414414
30.4832,0.025900901
30.5029,0.03490991
30.5226,0.036036036
30.5423,0.033783784
30.5621,0.029279279
30.5818,0.036036036
30.6015,0.025900901
30.6212,0.027027027
30.6409,0.027027027
30.6606,0.018018018
30.6803,0.031531532
30.7,0.032657658
30.7197,0.023648649
30.7394,0.030405405
30.7591,0.038288288
30.7788,0.029279279
30.7985,0.023648649
30.8182,0.025900901
30.8379,0.031531532
30.8577,0.028153153
30.8774,0.016891892
30.8971,0.025900901
30.9168,0.027027027
30.9365,0.023648649
30.9562,0.027027027
30.9759,0.031531532
30.9956,0.027027027
31.0153,0.02027027
31.035,0.027027027
31.0547,0.040540541
31.0744,0.040540541
31.0941,0.03490991
31.1138,0.052927928
31.1335,0.031531532
31.1533,0.037162162
31.173,0.037162162
31.1927,0.046171171
31.2124,0.02027027
31.2321,0.022522523
31.2518,0.036036036
31.2715,0.03490991
31.2912,0.040540541
31.3109,0.022522523
31.3306,0.028153153
31.3503,0.03490991
31.37,0.033783784
31.3897,0.029279279
31.4094,0.027027027
31.4291,0.027027027
31.4488,0.027027027
31.4686,0.033783784
31.4883,0.043918919
31.508,0.030405405
31.5277,0.042792793
31.5474,0.03490991
31.5671,0.038288288
31.5868,0.029279279
31.6065,0.047297297
31.6262,0.033783784
31.6459,0.030405405
31.6656,0.039414414
31.6853,0.023648649
31.705,0.015765766
31.7247,0.023648649
31.7444,0.024774775
31.7642,0.021396396
31.7839,0.025900901
31.8036,0.023648649
31.8233,0.032657658
31.843,0.025900901
31.8627,0.016891892
31.8824,0.029279279
31.9021,0.027027027
31.9218,0.033783784
31.9415,0.016891892
31.9612,0.021396396
31.9809,0.030405405
32.0006,0.01463964
32.0203,0.028153153
32.04,0.025900901
32.0597,0.030405405
32.0795,0.031531532
32.0992,0.025900901
32.1189,0.023648649
32.1386,0.038288288
32.1583,0.031531532
32.178,0.022522523
32.1977,0.028153153
32.2174,0.032657658
32.2371,0.027027027
32.2568,0.032657658
32.2765,0.025900901
32.2962,0.030405405
32.3159,0.024774775
32.3356,0.025900901
32.3553,0.029279279
32.3751,0.031531532
32.3948,0.039414414
32.4145,0.022522523
32.4342,0.022522523
32.4539,0.029279279
32.4736,0.029279279
32.4933,0.023648649
32.513,0.023648649
32.5327,0.03490991
32.5524,0.015765766
32.5721,0.032657658
32.5918,0.02027027
32.6115,0.032657658
32.6312,0.028153153
32.6509,0.025900901
32.6707,0.025900901
32.6904,0.031531532
32.7101,0.032657658
32.7298,0.037162162
32.7495,0.032657658
32.7692,0.028153153
32.7889,0.02027027
32.8086,0.027027027
32.8283,0.031531532
32.848,0.041666667
32.8677,0.036036036
32.8874,0.029279279
32.9071,0.033783784
32.9268,0.028153153
32.9465,0.025900901
32.9662,0.032657658
32.986,0.033783784
33.0057,0.031531532
33.0254,0.029279279
33.0451,0.019144144
33.0648,0.023648649
33.0845,0.028153153
33.1042,0.029279279
33.1239,0.039414414
33.1436,0.02027027
33.1633,0.015765766
33.183,0.030405405
33.2027,0.025900901
33.2224,0.022522523
33.2421,0.024774775
33.2618,0.021396396
33.2816,0.028153153
33.3013,0.02027027
33.321,0.025900901
33.3407,0.025900901
33.3604,0.025900901
33.3801,0.024774775
33.3998,0.016891892
33.4195,0.030405405
33.4392,0.029279279
33.4589,0.032657658
33.4786,0.025900901
33.4983,0.028153153
33.518,0.023648649
33.5377,0.031531532
33.5574,0.032657658
33.5772,0.032657658
33.5969,0.023648649
33.6166,0.038288288
33.6363,0.037162162
33.656,0.030405405
33.6757,0.039414414
33.6954,0.032657658
33.7151,0.037162162
33.7348,0.033783784
33.7545,0.029279279
33.7742,0.027027027
33.7939,0.025900901
33.8136,0.029279279
33.8333,0.022522523
33.853,0.030405405
33.8727,0.030405405
33.8925,0.024774775
33.9122,0.015765766
33.9319,0.022522523
33.9516,0.025900901
33.9713,0.023648649
33.991,0.029279279
34.0107,0.021396396
34.0304,0.038288288
34.0501,0.033783784
34.0698,0.032657658
34.0895,0.022522523
34.1092,0.03490991
34.1289,0.036036036
34.1486,0.046171171
34.1683,0.03490991
34.1881,0.042792793
34.2078,0.028153153
34.2275,0.022522523
34.2472,0.03490991
34.2669,0.033783784
34.2866,0.025900901
34.3063,0.028153153
34.326,0.025900901
34.3457,0.028153153
34.3654,0.033783784
34.3851,0.029279279
34.4048,0.033783784
34.4245,0.039414414
34.4442,0.01463964
34.4639,0.024774775
34.4836,0.019144144
34.5034,0.011261261
34.5231,0.024774775
34.5428,0.023648649
34.5625,0.028153153
34.5822,0.023648649
34.6019,0.015765766
34.6216,0.023648649
34.6413,0.023648649
34.661,0.024774775
34.6807,0.024774775
34.7004,0.028153153
34.7201,0.016891892
34.7398,0.011261261
34.7595,0.024774775
34.7792,0.023648649
34.799,0.022522523
34.8187,0.033783784
34.8384,0.029279279
34.8581,0.025900901
34.8778,0.030405405
34.8975,0.030405405
34.9172,0.023648649
34.9369,0.024774775
34.9566,0.03490991
34.9763,0.029279279
34.996,0.031531532
35.0157,0.015765766
35.0354,0.023648649
35.0551,0.029279279
35.0748,0.018018018
35.0946,0.031531532
35.1143,0.036036036
35.134,0.03490991
35.1537,0.038288288
35.1734,0.032657658
35.1931,0.033783784
35.2128,0.03490991
35.2325,0.037162162
35.2522,0.031531532
35.2719,0.033783784
35.2916,0.043918919
35.3113,0.038288288
35.331,0.029279279
35.3507,0.036036036
35.3704,0.024774775
35.3901,0.032657658
35.4099,0.027027027
35.4296,0.031531532
35.4493,0.03490991
35.469,0.029279279
35.4887,0.024774775
35.5084,0.024774775
35.5281,0.032657658
35.5478,0.031531532
35.5675,0.024774775
35.5872,0.022522523
35.6069,0.023648649
35.6266,0.018018018
35.6463,0.023648649
35.666,0.024774775
35.6857,0.030405405
35.7055,0.033783784
35.7252,0.047297297
35.7449,0.041666667
35.7646,0.040540541
35.7843,0.032657658
35.804,0.042792793
35.8237,0.03490991
35.8434,0.040540541
35.8631,0.03490991
35.8828,0.032657658
35.9025,0.03490991
35.9222,0.030405405
35.9419,0.022522523
35.9616,0.027027027
35.9813,0.032657658
36.001,0.023648649
36.0208,0.025900901
36.0405,0.023648649
36.0602,0.022522523
36.0799,0.024774775
36.0996,0.028153153
36.1193,0.021396396
36.139,0.029279279
36.1587,0.019144144
36.1784,0.021396396
36.1981,0.02027027
36.2178,0.029279279
36.2375,0.013513514
36.2572,0.024774775
36.2769,0.029279279
36.2966,0.028153153
36.3164,0.031531532
36.3361,0.022522523
36.3558,0.024774775
36.3755,0.018018018
36.3952,0.015765766
36.4149,0.024774775
36.4346,0.031531532
36.4543,0.024774775
36.474,0.028153153
36.4937,0.022522523
36.5134,0.025900901
36.5331,0.022522523
36.5528,0.024774775
36.5725,0.029279279
36.5922,0.01463964
36.612,0.039414414
36.6317,0.029279279
36.6514,0.022522523
36.6711,0.025900901
36.6908,0.029279279
36.7105,0.029279279
36.7302,0.019144144
36.7499,0.025900901
36.7696,0.02027027
36.7893,0.031531532
36.809,0.022522523
36.8287,0.022522523
36.8484,0.019144144
36.8681,0.02027027
36.8878,0.028153153
36.9075,0.024774775
36.9273,0.022522523
36.947,0.030405405
36.9667,0.030405405
36.9864,0.037162162
37.0061,0.023648649
37.0258,0.028153153
37.0455,0.030405405
37.0652,0.024774775
37.0849,0.033783784
37.1046,0.038288288
37.1243,0.030405405
37.144,0.033783784
37.1637,0.025900901
37.1834,0.033783784
37.2031,0.023648649
37.2229,0.030405405
37.2426,0.033783784
37.2623,0.029279279
37.282,0.028153153
37.3017,0.025900901
37.3214,0.025900901
37.3411,0.024774775
37.3608,0.021396396
37.3805,0.015765766
37.4002,0.021396396
37.4199,0.037162162
37.4396,0.030405405
37.4593,0.027027027
37.479,0.032657658
37.4987,0.032657658
37.5185,0.024774775
37.5382,0.036036036
37.5579,0.040540541
37.5776,0.028153153
37.5973,0.031531532
37.617,0.027027027
37.6367,0.031531532
37.6564,0.024774775
37.6761,0.029279279
37.6958,0.024774775
37.7155,0.022522523
37.7352,0.038288288
37.7549,0.023648649
37.7746,0.032657658
37.7943,0.032657658
37.814,0.019144144
37.8338,0.031531532
37.8535,0.027027027
37.8732,0.018018018
37.8929,0.031531532
37.9126,0.027027027
37.9323,0.023648649
37.952,0.028153153
37.9717,0.033783784
37.9914,0.028153153
38.0111,0.03490991
38.0308,0.021396396
38.0505,0.023648649
38.0702,0.039414414
38.0899,0.037162162
38.1096,0.032657658
38.1294,0.028153153
38.1491,0.038288288
38.1688,0.024774775
38.1885,0.025900901
38.2082,0.029279279
38.2279,0.016891892
38.2476,0.031531532
38.2673,0.027027027
38.287,0.024774775
38.3067,0.016891892
38.3264,0.028153153
38.3461,0.024774775
38.3658,0.027027027
38.3855,0.03490991
38.4052,0.023648649
38.4249,0.023648649
38.4447,0.015765766
38.4644,0.039414414
38.4841,0.029279279
38.5038,0.030405405
38.5235,0.042792793
38.5432,0.037162162
38.5629,0.036036036
38.5826,0.036036036
38.6023,0.038288288
38.622,0.038288288
38.6417,0.045045045
38.6614,0.030405405
38.6811,0.037162162
38.7008,0.045045045
38.7205,0.03490991
38.7403,0.032657658
38.76,0.025900901
38.7797,0.031531532
38.7994,0.032657658
38.8191,0.028153153
38.8388,0.027027027
38.8585,0.028153153
38.8782,0.02027027
38.8979,0.022522523
38.9176,0.030405405
38.9373,0.030405405
38.957,0.036036036
38.9767,0.03490991
38.9964,0.019144144
39.0161,0.022522523
39.0359,0.025900901
39.0556,0.033783784
39.0753,0.033783784
39.095,0.022522523
39.1147,0.025900901
39.1344,0.027027027
39.1541,0.037162162
39.1738,0.031531532
39.1935,0.030405405
39.2132,0.048423423
39.2329,0.03490991
39.2526,0.025900901
39.2723,0.029279279
39.292,0.033783784
39.3117,0.033783784
39.3314,0.027027027
39.3512,0.042792793
39.3709,0.029279279
39.3906,0.027027027
39.4103,0.028153153
39.43,0.030405405
39.4497,0.027027027
39.4694,0.025900901
39.4891,0.036036036
39.5088,0.029279279
39.5285,0.03490991
39.5482,0.025900901
39.5679,0.022522523
39.5876,0.027027027
39.6073,0.025900901
39.627,0.036036036
39.6468,0.029279279
39.6665,0.031531532
39.6862,0.025900901
39.7059,0.041666667
39.7256,0.042792793
39.7453,0.033783784
39.765,0.031531532
39.7847,0.027027027
39.8044,0.027027027
39.8241,0.032657658
39.8438,0.02027027
39.8635,0.042792793
39.8832,0.029279279
39.9029,0.021396396
39.9226,0.027027027
39.9423,0.032657658
39.9621,0.028153153
39.9818,0.023648649
40.0015,0.027027027
