id,cv_diam_um,cv_length_um,cv_width_um,cv_aspect_ratio,cv_area_um2,cv_Rq,cv_Ra,cv_Rsk,cv_Rku,cv_Rv,cv_Rp,cv_Rt,cv_Rc,cv_azimuth_deg,cv_polar_deg,cv_FPO,cv_MFOV,cv_FAD,cv_MRV,cv_SA,cnn_Rq,cnn_Ra,cnn_Rsk,cnn_Rku,cnn_Rv,cnn_Rp,cnn_Rt,cnn_Rc,cnn_FPO,cnn_MFOV,cnn_FAD,cnn_MRV,cnn_SA,cnn_az_sin2,cnn_az_cos2
1,3.563,3.781,3.483,1.086,9.968,10.6083,7.4664,-1.9998,2.2077,26.5052,4.9763,31.4815,4.6758,168.42,47.35,78.771,16.501,20.947,0.0853,129.9366,4.9511,3.947,-0.4111,-0.0031,9.821,9.5031,19.7294,7.3301,85.7662,2.637,59.2537,0.2508,46.0207,-0.2516,0.6471
2,4.527,5.984,3.901,1.534,16.0951,14.7214,14.0273,-0.4978,-1.6928,19.17,12.3115,31.4815,11.1005,151.17,56.9,82.623,12.718,32.941,0.3139,230.5887,4.9772,3.9778,-0.3011,-0.6691,9.8746,9.8132,19.86,7.6484,88.0802,1.2655,48.7796,0.3283,43.4314,-0.6662,0.4272
3,1.545,1.617,1.599,1.012,1.8747,11.2089,10.3828,-0.6838,-1.4369,16.0141,12.7513,28.7654,7.6816,154.43,45.33,88.687,0.455,17.043,0.3049,53.7013,4.9979,3.9976,-0.1795,-2.4135,9.9774,9.9734,19.9868,7.9189,89.7422,0.1736,32.0827,0.2882,42.3597,-0.9272,0.4977
4,1.526,2.084,1.231,1.693,1.829,13.3505,12.8814,-0.4235,-1.7532,16.7458,14.7357,31.4815,10.4661,133.42,59.42,88.445,0.402,54.613,0.3939,46.5854,4.9948,3.9945,-0.2677,-1.6066,9.9604,9.9346,19.9677,7.8497,89.4475,0.4096,35.794,0.2665,46.9359,-0.8331,0.1054
5,1.654,1.722,1.643,1.048,2.1491,13.1503,12.2333,-0.6278,-1.4916,18.4515,13.03,31.4815,9.241,5.13,46.34,88.828,0.439,179.559,0.4062,76.2449,4.9973,3.997,-0.5341,-1.748,9.9836,9.9324,19.9766,7.9007,89.5125,0.3963,151.565,0.2292,49.0857,0.3966,0.8601
6,1.915,2.431,1.58,1.539,2.8807,12.635,11.6688,-0.4874,-1.5442,16.9727,14.5087,31.4815,8.8905,133.72,56.99,88.966,0.346,20.285,0.3009,101.2454,4.996,3.9958,-0.2732,-1.7157,9.971,9.9471,19.9736,7.8902,89.5135,0.3416,34.0324,0.251,47.2464,-0.7822,0.1212
7,2.643,4.653,2.095,2.221,5.487,14.5516,14.2714,0.2368,-1.8629,13.2666,18.2149,31.4815,15.4409,168.13,65.76,88.936,0.559,15.517,0.2192,176.4348,4.9897,3.9893,-0.3065,-1.4181,9.9443,9.9006,19.9332,7.787,88.947,0.7389,46.206,0.2982,44.8628,-0.7205,0.7892
8,2.364,2.927,1.939,1.51,4.3896,13.3322,11.7797,-0.9575,-1.0056,21.547,9.9345,31.4815,8.1552,112.8,56.48,88.56,0.737,17.106,0.3825,121.2516,4.9955,3.9959,-0.3496,-1.2873,9.9741,9.9373,19.967,7.8604,89.4725,0.452,38.9818,0.2285,49.187,-0.5312,-0.4955
9,2.602,3.22,2.357,1.367,5.3193,11.8296,11.4189,-0.3664,-1.7708,14.5262,16.2145,30.7407,9.4067,93.42,53.8,88.086,0.674,177.949,0.3794,112.3302,4.9947,3.9966,-0.4544,-1.3251,9.9771,9.9323,19.954,7.8643,89.4485,0.4518,149.2247,0.2532,49.3828,0.1007,-0.7992
10,1.474,2.539,1.059,2.397,1.7071,12.6091,12.3401,0.3667,-1.7838,10.7164,20.7651,31.4815,14.5437,91.53,67.36,88.716,0.437,88.284,0.1397,55.4582,4.996,3.9961,-0.3408,-1.442,9.9737,9.951,19.958,7.8668,89.4109,0.3497,74.7186,0.3038,48.1794,0.1882,-0.8542
11,2.242,4.425,2.323,1.905,3.9476,14.367,14.1381,0.3027,-1.8547,12.5344,18.9471,31.4815,16.2124,156.39,62.3,88.842,0.445,121.245,0.1897,126.9201,4.9946,3.9948,-0.3745,-1.5454,9.9659,9.9396,19.9594,7.8573,89.4845,0.5048,75.6969,0.2656,46.7177,-0.715,0.7934
12,1.343,1.911,1.024,1.866,1.4175,13.0594,12.5466,-0.4339,-1.7368,16.5086,14.9728,31.4815,10.1182,13.11,61.82,88.766,0.43,70.271,0.1058,45.915,4.9915,3.9909,-0.4797,-0.8283,9.9644,9.8426,19.9444,7.7928,89.0139,0.9317,90.6478,0.2243,49.55,0.1363,0.606
13,1.407,1.673,1.213,1.379,1.5546,13.4384,12.6002,-0.6119,-1.5434,18.5682,12.9133,31.4815,9.7021,25.67,54.05,88.646,0.576,159.841,0.0703,47.5474,4.9983,3.9971,-0.5285,-2.1396,9.9858,9.9446,19.9853,7.9068,89.5588,0.2491,157.2717,0.2103,49.2024,0.7354,0.7845
14,3.543,3.986,3.616,1.102,9.8613,14.3779,13.7388,-0.3668,-1.7631,17.7895,13.692,31.4815,11.1906,166.23,47.79,88.828,0.613,32.982,0.2366,284.2878,4.9956,3.9924,-0.4024,-1.7537,9.9706,9.9336,19.9711,7.8624,89.1878,0.5848,47.1474,0.2562,47.5591,-0.2733,0.9152
15,2.331,3.896,2.057,1.894,4.2676,13.2079,13.0921,0.1566,-1.9218,12.3833,19.0982,31.4815,13.887,73.03,62.17,88.631,0.366,179.439,0.245,118.2444,4.9931,3.9933,-0.4031,-1.1043,9.9615,9.9061,19.9413,7.8141,89.0265,0.5489,153.0132,0.3124,47.926,0.4426,-0.4776
16,2.821,4.902,2.015,2.432,6.249,10.9517,10.4842,-0.1532,-1.6959,12.6026,18.8789,31.4815,8.9755,82.49,67.65,88.052,0.892,63.893,0.2192,137.6192,4.9951,3.9947,-0.3606,-1.535,9.9694,9.9471,19.9619,7.8209,89.3072,0.3388,57.8392,0.2641,47.5424,0.4649,-0.8668
17,4.482,6.819,3.742,1.822,15.775,13.6965,13.5277,0.0701,-1.9016,13.5474,17.9341,31.4815,13.5081,107.84,61.24,88.112,0.843,20.494,0.2135,359.7251,4.998,3.9982,-0.3593,-1.9393,9.9843,9.977,19.9819,7.9288,89.7242,0.1864,44.6488,0.2103,48.7145,-0.6029,-0.8288
18,2.251,3.953,1.634,2.419,3.9781,10.9614,10.667,0.4028,-1.6745,9.2994,22.1821,31.4815,12.5061,80.97,67.54,88.832,0.395,8.957,0.5463,125.9595,4.9961,3.9955,-0.2793,-1.8085,9.9655,9.9647,19.9653,7.8902,89.5065,0.2384,32.7996,0.2818,47.5683,0.1166,-0.9037
19,4.695,5.813,4.147,1.402,17.3144,13.801,12.8321,-0.6534,-1.4879,19.4313,12.0501,31.4815,9.5873,174.55,54.5,88.257,0.696,25.301,0.065,368.2339,4.9931,3.9905,-0.6796,-1.163,9.968,9.8405,19.9434,7.7585,88.8629,1.0788,62.7849,0.1446,49.5097,-0.514,0.8569
20,2.066,2.499,1.861,1.343,3.3531,12.1792,12.0107,-0.0292,-1.8941,12.6779,18.8035,31.4815,11.4102,151.33,53.33,88.716,0.462,56.713,0.2866,101.9003,4.9988,3.9986,-0.2398,-2.5195,9.9882,9.98,19.9925,7.9422,89.8015,0.1698,28.3713,0.2609,46.7067,-0.8999,0.6268
21,1.149,1.2,1.141,1.051,1.0364,11.8059,10.8334,-0.6687,-1.415,16.9272,13.8136,30.7407,7.9657,100.77,46.43,88.795,0.473,51.023,0.3308,33.9823,4.9925,3.9928,-0.2029,-1.4525,9.9203,9.9557,19.9364,7.8539,89.148,0.3643,62.1116,0.419,38.6986,-0.5057,-0.8946
22,4.842,5.825,4.767,1.222,18.4118,14.0433,13.868,-0.0033,-1.9152,14.3862,17.0953,31.4815,13.3858,81.17,50.71,88.521,0.552,167.516,0.2647,442.8706,4.9961,3.9962,-0.4336,-1.6906,9.9747,9.9492,19.955,7.8751,89.3989,0.3265,141.4863,0.3028,48.7728,0.5545,-0.8962
