id,cv_diam_um,cv_length_um,cv_width_um,cv_aspect_ratio,cv_area_um2,cv_Rq,cv_Ra,cv_Rsk,cv_Rku,cv_Rv,cv_Rp,cv_Rt,cv_Rc,cv_azimuth_deg,cv_polar_deg,cv_FPO,cv_MFOV,cv_FAD,cv_MRV,cv_SA,cnn_Rq,cnn_Ra,cnn_Rsk,cnn_Rku,cnn_Rv,cnn_Rp,cnn_Rt,cnn_Rc,cnn_FPO,cnn_MFOV,cnn_FAD,cnn_MRV,cnn_SA,cnn_az_sin2,cnn_az_cos2
1,3.466,4.697,3.496,1.343,9.4345,5.2397,4.9895,-0.1587,-1.6753,6.0762,11.2078,17.284,4.2456,133.87,53.34,87.092,0.877,27.136,0.0241,127.2038,4.8982,3.9703,-0.3107,-1.4017,6.2715,8.6342,15.6791,3.8291,88.156,0.3513,68.2741,0.1755,48.0152,-0.2846,-0.1412
2,3.204,6.475,1.79,3.617,8.0628,5.9009,5.3902,-0.3528,-1.5598,7.6462,9.8847,17.5309,4.213,8.55,74.54,87.804,0.729,102.236,0.4172,136.4328,4.8905,3.9771,-0.3631,-1.4877,6.8036,8.6466,16.1546,4.0002,88.6221,0.2822,87.3937,0.2073,46.5235,0.0938,0.7762
3,3.466,6.574,1.93,3.405,9.4345,6.0473,4.3281,-1.2353,0.8492,13.6364,11.6722,25.3086,3.2057,3.04,73.63,88.29,0.529,74.145,0.0409,211.0717,4.9945,3.9977,-0.4918,-1.9073,8.7568,9.8381,19.4019,4.6419,89.6733,0.0299,108.0244,0.1593,49.7048,0.3435,0.7926
4,6.043,7.831,6.021,1.301,28.6847,6.9883,6.5389,0.2382,-1.3209,7.1246,20.0359,27.1605,6.0453,10.9,52.44,87.893,0.647,103.825,0.232,526.4831,4.9862,3.9916,-0.2545,-0.88,8.7917,9.8053,19.3921,5.5336,88.677,0.1614,110.4722,0.278,48.7455,0.3237,0.5618
5,3.625,5.381,2.734,1.968,10.3185,6.1376,5.3791,-0.2267,-1.2786,8.0576,14.7819,22.8395,4.2463,9.49,63.06,88.093,0.636,73.411,0.1422,211.3314,4.9756,3.9889,-0.3006,-0.9376,8.5635,9.6687,18.9529,5.2723,88.7373,0.2461,99.0831,0.3083,48.0846,0.0009,0.7085
6,5.424,6.946,4.999,1.39,23.1062,5.7676,5.3675,0.0306,-1.5196,6.3898,13.4867,19.8765,4.6534,159.91,54.26,87.705,0.724,143.768,0.2317,392.1567,4.9671,3.9896,-0.2867,-1.5958,7.6364,9.4733,18.1639,4.7103,89.0217,0.1704,103.8113,0.2257,48.7781,0.0771,0.7211
7,2.591,3.739,2.047,1.826,5.2736,4.9902,4.6656,-0.2597,-1.5995,6.1401,9.4155,15.5556,3.7621,170.08,61.3,87.436,0.695,80.491,0.3157,76.4882,4.86,3.9683,-0.3262,-1.3986,6.2835,8.3479,15.0411,3.9311,88.0842,0.4054,81.9609,0.2082,45.6619,-0.0581,0.3329
8,3.683,10.772,1.509,7.14,10.6539,5.6561,4.8215,-0.3233,-1.1389,7.9,14.9395,22.8395,3.6288,177.61,82.03,88.098,0.548,80.649,0.2694,209.5056,4.9445,3.9857,-0.3355,-1.5625,7.1182,9.1804,17.2434,4.1975,88.9254,0.1918,85.8337,0.1896,48.4937,-0.0143,0.6713
9,4.175,4.883,4.079,1.197,13.6869,5.0195,4.6136,-0.3831,-1.5384,6.5511,9.1279,15.679,3.5683,46.8,50.13,87.134,0.923,3.055,0.2222,189.3449,4.9604,3.991,-0.3541,-2.0135,7.0137,9.1669,17.1353,4.0335,89.2541,0.1173,64.7312,0.182,48.2259,0.148,-0.2173
10,1.468,1.862,1.201,1.551,1.6918,5.1823,4.8911,-0.3996,-1.6367,6.6218,7.8227,14.4444,3.8776,68.78,57.18,87.657,0.801,143.487,0.378,28.3697,4.7631,3.9365,-0.1242,-0.8682,5.9841,7.9984,14.0563,4.5839,87.0061,0.8317,105.9224,0.3803,32.5124,0.4043,-0.1637
11,3.881,4.542,3.477,1.306,11.8275,5.8234,5.1961,-0.6496,-1.3188,8.5175,9.0133,17.5309,3.7655,32.81,52.56,87.473,0.734,111.024,0.3428,182.2088,4.9524,3.9839,-0.2911,-1.3981,7.538,9.3542,17.8829,4.7084,88.8469,0.1713,123.3876,0.2775,45.8158,0.7029,0.5054
12,3.338,4.413,3.349,1.318,8.7487,5.5416,5.2941,0.5356,-1.3896,4.5607,14.0813,18.642,6.3087,57.07,52.81,87.656,0.74,100.647,0.3937,144.8116,4.902,3.9644,-0.1139,-0.8059,6.9956,9.1584,16.9912,4.9792,87.9041,0.4591,118.4387,0.4065,43.8367,0.5894,0.1413
13,1.052,1.609,0.733,2.195,0.8688,4.1268,3.5863,-0.9033,-0.9829,6.6603,5.1915,11.8519,2.4538,179.23,65.5,86.491,0.601,88.727,0.4068,10.0413,4.4114,3.9086,-0.2095,-1.5564,5.7355,6.177,11.9103,4.2733,87.0105,1.003,110.8146,0.3526,10.876,0.2486,0.6713
14,0.955,1.311,0.744,1.762,0.7164,4.5362,4.3702,-0.3748,-1.7461,5.6085,6.1199,11.7284,3.5799,0.21,60.42,86.161,0.838,65.807,0.3337,7.1086,4.5402,3.9227,-0.3142,-1.1429,6.3555,6.3698,12.7906,4.302,86.1453,1.1431,88.1377,0.331,15.3571,-0.115,0.6223
15,1.474,1.892,1.203,1.573,1.7071,5.3478,5.0677,-0.3141,-1.6881,6.588,8.5972,15.1852,4.1175,132.5,57.56,87.804,0.716,60.059,0.5876,31.0371,4.8925,3.9652,-0.1587,-0.7643,7.2019,8.5121,16.1114,5.188,86.7593,0.7639,77.4485,0.4147,32.0267,-0.4474,-0.2531
16,1.879,2.229,1.691,1.318,2.774,6.3086,5.7789,0.0267,-1.534,7.117,12.3891,19.5062,4.9908,7.66,52.81,88.502,0.402,133.248,0.5613,70.4122,4.9621,3.983,-0.2027,-0.714,7.9347,9.5775,18.4793,5.0572,88.4249,0.3084,103.8865,0.3162,48.3661,0.2175,0.6583
17,1.795,2.996,1.165,2.571,2.5301,4.7119,4.616,0.1946,-1.7972,4.4484,8.7615,13.2099,4.7967,27.48,68.75,87.058,0.906,132.242,0.2798,33.305,4.6539,3.9262,-0.2444,-1.1055,5.5494,7.4275,12.9587,3.919,87.2453,0.7888,100.6974,0.3127,36.5896,0.2316,0.1941
