id,cv_diam_um,cv_length_um,cv_width_um,cv_aspect_ratio,cv_area_um2,cv_Rq,cv_Ra,cv_Rsk,cv_Rku,cv_Rv,cv_Rp,cv_Rt,cv_Rc,cv_azimuth_deg,cv_polar_deg,cv_FPO,cv_MFOV,cv_FAD,cv_MRV,cv_SA,cnn_Rq,cnn_Ra,cnn_Rsk,cnn_Rku,cnn_Rv,cnn_Rp,cnn_Rt,cnn_Rc,cnn_FPO,cnn_MFOV,cnn_FAD,cnn_MRV,cnn_SA,cnn_az_sin2,cnn_az_cos2
1,3.563,3.781,3.483,1.086,9.968,10.6083,7.4664,-1.9998,2.2077,26.5052,4.9763,31.4815,4.6758,168.42,47.35,78.771,16.501,20.947,0.0853,129.9366,4.9781,3.9692,-0.4467,-0.2462,9.9039,9.3765,19.8632,7.1327,84.9646,2.6987,61.6788,0.2452,47.4517,-0.1664,0.7566
2,4.527,5.984,3.901,1.534,16.0951,14.7214,14.0273,-0.4978,-1.6928,19.17,12.3115,31.4815,11.1005,151.17,56.9,82.623,12.718,32.941,0.3139,230.5887,4.9942,3.9924,-0.3549,-0.8343,9.9634,9.844,19.9583,7.7158,88.5914,0.9497,56.3507,0.2641,48.6522,-0.4294,0.4036
3,1.545,1.617,1.599,1.012,1.8747,11.2089,10.3828,-0.6838,-1.4369,16.0141,12.7513,28.7654,7.6816,154.43,45.33,88.687,0.455,17.043,0.3049,53.7013,4.9985,3.9987,-0.3008,-2.1325,9.987,9.9594,19.9867,7.9232,89.6643,0.1811,28.9738,0.2988,45.7878,-0.8757,0.4976
4,1.526,2.084,1.231,1.693,1.829,13.3505,12.8814,-0.4235,-1.7532,16.7458,14.7357,31.4815,10.4661,133.42,59.42,88.445,0.402,54.613,0.3939,46.5854,4.9954,3.9945,-0.3167,-1.1336,9.9549,9.9172,19.9584,7.8267,89.086,0.4466,62.9037,0.3257,44.8286,-0.6851,0.2065
5,1.654,1.722,1.643,1.048,2.1491,13.1503,12.2333,-0.6278,-1.4916,18.4515,13.03,31.4815,9.241,5.13,46.34,88.828,0.439,179.559,0.4062,76.2449,4.9986,3.9976,-0.6774,-1.6071,9.9912,9.9087,19.9855,7.7986,89.2169,0.3582,135.123,0.177,49.6912,0.1008,0.9074
6,1.915,2.431,1.58,1.539,2.8807,12.635,11.6688,-0.4874,-1.5442,16.9727,14.5087,31.4815,8.8905,133.72,56.99,88.966,0.346,20.285,0.3009,101.2454,4.9985,3.9977,-0.3259,-1.4357,9.9844,9.9642,19.9864,7.905,89.5686,0.2855,50.8274,0.253,48.0339,-0.663,-0.0254
7,2.643,4.653,2.095,2.221,5.487,14.5516,14.2714,0.2368,-1.8629,13.2666,18.2149,31.4815,15.4409,168.13,65.76,88.936,0.559,15.517,0.2192,176.4348,4.9978,3.9967,-0.3038,-1.3308,9.9766,9.8888,19.9805,7.7253,89.0379,0.6851,37.9417,0.2905,47.7179,-0.6085,0.7366
8,2.364,2.927,1.939,1.51,4.3896,13.3322,11.7797,-0.9575,-1.0056,21.547,9.9345,31.4815,8.1552,112.8,56.48,88.56,0.737,17.106,0.3825,121.2516,4.9985,3.9978,-0.2694,-1.1834,9.9836,9.9651,19.9868,7.9115,89.6218,0.3312,41.1196,0.2696,48.9551,-0.5901,-0.6047
9,2.602,3.22,2.357,1.367,5.3193,11.8296,11.4189,-0.3664,-1.7708,14.5262,16.2145,30.7407,9.4067,93.42,53.8,88.086,0.674,177.949,0.3794,112.3302,4.9989,3.9984,-0.413,-1.5312,9.9896,9.9693,19.9905,7.9111,89.6561,0.2843,130.2507,0.2332,49.3742,0.5278,-0.6644
10,1.474,2.539,1.059,2.397,1.7071,12.6091,12.3401,0.3667,-1.7838,10.7164,20.7651,31.4815,14.5437,91.53,67.36,88.716,0.437,88.284,0.1397,55.4582,4.9994,3.9992,-0.3598,-1.9184,9.9922,9.9832,19.9952,7.9525,89.857,0.1821,92.4661,0.2937,48.9646,0.1864,-0.8989
